X,y
29.195979899497488,1.790672450968426
29.497487437185924,15.045991235634142
29.79899497487437,6.300565265065529
30.100502512562812,18.889241957644266
30.40201005025125,8.046616176380823
30.703517587939693,28.10299282808001
31.005025125628137,9.738998787
31.30653266331658,13.730040533671175
31.608040201005025,23.116177939962384
31.909547738693462,7.062633207
32.211055276381906,19.03073475321494
32.51256281407035,27.969704848329776
32.81407035175879,4.954204475268966
33.11557788944723,19.592648757705664
33.417085427135675,20.496147781123064
33.71859296482412,24.97317594
34.02010050251256,9.124494815487907
34.32160804,8.757955135526789
34.62311557788944,23.798648102824625
34.92462311557789,22.300500501443377
35.226130653266324,22.230073456033338
35.52763819095477,23.299223866930575
35.82914572864321,15.388947956015286
36.130653266331656,22.988682843619685
36.4321608,23.77674059040955
36.73366834170854,16.018856997497593
37.03517587939698,36.961371968555035
37.336683417085425,26.127346784379725
37.63819095477386,13.107762977152673
37.939698492462306,28.192127361532943
38.24120603015075,15.443752668332177
38.54271356783919,29.83939039777881
38.84422110552764,33.11298573758687
39.145728643216074,17.58027009640239
39.44723618090452,32.154245214859095
39.74874371859296,28.05099113408495
40.05025126,31.62673253623732
40.35175879396984,40.52610265520142
40.65326633165829,23.690161403635322
40.95477386934673,19.924884554486816
41.256281407035175,19.14016597003099
41.55778894472361,20.031306665000105
41.859296482412056,26.242482807099222
42.16080402,29.89001981863365
42.46231155778894,29.675837952429088
42.76381909547738,34.38128508776557
43.065326633165824,28.16934176818908
43.36683417085427,39.99510678811281
43.66834170854271,26.551087042639065
43.96984924623115,50.73120258
44.27135678391959,34.27669556603964
44.57286432160804,22.715603870277775
44.874371859296474,21.307231874807577
45.17587939698492,34.03565872
45.47738693467336,28.689684652066553
45.778894472361806,36.49089842509854
46.08040201005025,34.86630300663861
46.38190954773869,30.799278246483706
46.68341708542713,24.90906734087989
46.984924623115575,19.866146825628658
47.28643216080401,28.71431254426784
47.587939698492455,39.439130053080234
47.88944724,34.60219718922253
48.19095477386934,23.22504454417344
48.49246231155779,34.87790971836724
48.793969849246224,36.876508887076916
49.09547738693467,27.024617897325605
49.39698492462311,35.62678577218733
49.69849246231155,35.16416220987955
50,25.856237617355013
