X1,X2,y
41.890205632019665,224.83044746431227,86.10676101022182
39.29660356840345,185.96950769803993,81.70235367985872
42.02257333940929,252.8026595,95.42197069314673
38.41934275273708,177.9600337839504,66.46964314001029
38.795526781965926,237.25252650227952,78.28995925891384
37.558033238661146,247.88495958964558,85.82825223764794
32.33044864767324,212.54269279370325,61.780541035537986
33.40258855091296,254.53498995852348,88.17344436903991
32.40857941392755,177.20903449158882,66.69887491181117
40.27333534642914,178.1540500473916,69.63807094707734
36.086627753992246,286.51887737103283,81.15664141676457
38.611418985141135,222.70630851475428,86.12898816896175
43.79836416103921,190.5343507459601,79.02515663737779
35.24079897893537,245.0695699,85.71097029952195
37.334977999463185,279.2591103276083,81.91264176
41.82216480105963,202.78330179456435,76.50838879286107
34.97437615139109,258.95888566302204,82.19876943728592
33.000738827774306,184.77795016913998,63.51013565895794
35.76676888787898,180.13207752126786,63.874374397756426
34.09587673430206,246.32693915640442,81.31182184395236
44.086069480453446,247.6076467821947,87.08121062485797
42.50556493433742,260.9653264067525,92.40835812790662
40.23424883463551,273.20060405372726,93.21427979940334
43.328987672440334,307.66758696582974,107.00471656133202
42.44773699968849,244.24944806556493,92.96002183
34.425410765518464,217.56799326589194,66.77595125488153
43.60326698036971,282.7356948780811,91.71924176
39.01144914490346,210.37485067416623,83.62283111599594
42.49672201713281,233.57805605737778,88.80964658999525
43.649186899005414,183.8269806252327,74.18760685413217
36.13404517463423,176.49840259133313,73.60232281822722
33.430675018859795,305.84548122555367,90.79957404154193
34.96315711304524,288.36525663068437,94.45259931808722
37.55240125214133,269.0444404409303,88.30297508966407
42.63419195699241,229.43550632916924,96.74220486724198
43.189497582332464,196.9146161697767,88.91321277756087
32.09037769690548,194.58831188860987,62.894711809159155
38.63971493350836,207.53351994671416,80.95517073116926
37.42634304093413,248.79327972944463,86.60940232584927
34.88740153611949,271.6142373326086,91.64829480215406
33.55824977533788,264.1072379870469,76.49183489578778
36.38899722824716,211.6308777785401,77.27794753
44.25782615086275,304.77140873152075,110.3907523206466
36.20163811626982,274.8297745040161,78.54542798079348
38.74427808266376,249.5008592465733,79.45961504648383
41.139246465637314,257.4174629803406,80.24509833602923
36.727184830930824,230.9048086,77.16692108697258
44.63316707537249,207.18687655115974,87.97449183204274
44.511814834247446,222.1242296538741,94.97976607414361
35.27316984572973,277.5827632440829,87.01284855510634
38.46423057660101,174.9863014309063,76.91276383802757
35.911418027618005,189.01802438995443,61.359778521192304
35.70292642690708,179.34836459900188,57.34813993
32.479530315608926,178.62057472001788,60.93013014
39.92433634173866,291.0535606,97.98563510646979
38.5348273,270.1047845944433,89.40379947532742
32.669223766249864,238.43598841405088,64.15204410046996
35.622404035075945,186.50111416983822,66.86360320547178
43.80745652,240.84299076612285,84.03603286164875
35.11430457867064,238.33910436771805,81.22906714442149
33.88363334,196.9018580475821,68.97878077176753
38.36288588360832,232.87152759484027,76.5254444
44.81345590343781,227.99365334683753,86.59690378316635
35.146718529649505,257.98731353120587,76.90558979731257
40.73776211627642,260.64292381973485,90.26942642758483
41.90105499927333,179.25195334854214,79.27034352186382
35.089288071901194,224.69654081845303,69.94835457660542
41.466812531954176,259.3686683685646,93.84327534117307
36.78118072535029,242.4328036840521,78.44667405
40.21997579771653,291.19559808398844,92.54446894
40.23588623989163,263.8997211634144,90.05593831150354
38.96507089297186,195.4849509372373,68.75326472
33.17376701070731,182.73848714125933,60.30466241
42.85893244266009,261.65386039247153,87.77388577708965
36.17014084463256,176.6585608547438,75.75541893951635
34.424740635198106,253.83703021573794,80.46717288213773
32.53007684021193,302.7517733166442,84.79240052649139
39.681608261447145,252.4154365468713,88.38826460284483
40.80833670394967,226.56744981650002,82.70440072089163
32.21564177606213,261.77377414504474,77.82996956358099
38.657209757890655,236.2388988878293,85.43924183319113
34.94444507757319,248.29511692559902,83.59773645589631
40.38724627532285,302.92214361116044,96.64163576451608
34.266763577064886,226.28216401650684,71.19497131096782
40.98219059533206,305.6442978077001,99.34160793915646
37.027559501906985,297.9383885899368,82.01097993478032
44.17748985357755,200.01917660092292,74.61506128035555
33.787772273897914,182.57185952077282,70.72797039035197
36.43386256365336,186.90736419008488,76.75497811212827
33.47515577612766,175.51461193991386,60.676356787863696
44.02101703762132,186.03312858431812,81.81186497917739
43.40541159395275,267.25493473145724,97.30110103177554
35.353241160297024,182.8240334875116,81.52776205677617
40.57979259844433,217.01863698053904,86.46699301653653
42.62388860261581,289.5927929137847,98.87552924853851
39.21761055079301,176.21152713154396,65.31008147127923
38.88545751862809,285.39665059727315,85.35212176813081
35.14407978170587,211.8959589187292,73.18519605716176
